ID;HW;LENGTH;TIME
4900;1036;13199963.14123 ns;
4901;1009;13122637.75617 ns;
4902;1037;13225727.24894 ns;
4903;1042;13319550.08209 ns;
4904;1009;13137434.14357 ns;
4905;1025;13121616.09530 ns;
4906;1014;13120525.98223 ns;
4907;1042;13161621.98782 ns;
4908;1012;13175251.89370 ns;
4909;1041;13164824.80615 ns;
4910;1045;13227564.74838 ns;
4911;1067;13180651.70199 ns;
4912;1035;13239433.98893 ns;
4913;1012;13175494.03757 ns;
4914;997;13342489.02276 ns;
4915;1042;13178574.38698 ns;
4916;1045;13137964.06612 ns;
4917;1011;13133094.18038 ns;
4918;1009;13182729.94831 ns;
4919;1050;13147883.11720 ns;
4920;981;13123671.05857 ns;
4921;1017;13203719.16518 ns;
4922;1040;13365291.99034 ns;
4923;1023;13588652.94605 ns;
4924;1024;13140656.05402 ns;
4925;1005;13147559.01694 ns;
4926;1019;13157500.88543 ns;
4927;989;13157853.85668 ns;
4928;1054;13160622.21304 ns;
4929;1054;13122335.07633 ns;
4930;1002;13160452.24667 ns;
4931;1014;13119664.97451 ns;
4932;1013;13164660.89338 ns;
4933;1043;13141491.91603 ns;
4934;1031;13250241.05608 ns;
4935;995;13120683.37575 ns;
4936;1022;13163308.14734 ns;
4937;1012;13177994.17302 ns;
4938;1076;13120642.86321 ns;
4939;1012;13140639.29021 ns;
4940;1013;13120252.17339 ns;
4941;1014;13164649.25185 ns;
4942;1056;13203870.97076 ns;
4943;1026;13122898.06083 ns;
4944;1000;15608478.33753 ns;
4945;1018;13200729.15405 ns;
4946;1038;13126167.93439 ns;
4947;1042;13273697.34645 ns;
4948;1012;13124863.15146 ns;
4949;1047;13209141.79087 ns;
4950;1029;13199300.03956 ns;
4951;1007;13168232.98112 ns;
4952;1014;13164150.06295 ns;
4953;1030;13121196.06882 ns;
4954;1020;13303902.93151 ns;
4955;1004;13159571.21551 ns;
4956;1000;13160347.00722 ns;
4957;1066;13124691.32245 ns;
4958;1012;13208424.67248 ns;
4959;1033;13255951.92611 ns;
4960;1078;13343842.23446 ns;
4961;1044;13160814.99681 ns;
4962;1053;13160581.23484 ns;
4963;1062;13123441.95321 ns;
4964;1014;13162608.72409 ns;
4965;976;13262514.95630 ns;
4966;1047;13140657.91667 ns;
4967;1042;13127212.87832 ns;
4968;981;13224319.08920 ns;
4969;1024;13121172.78576 ns;
4970;1018;13160209.17147 ns;
4971;993;13159892.98746 ns;
4972;1016;13120676.85649 ns;
4973;988;13273143.67518 ns;
4974;1057;13119520.15385 ns;
4975;1037;13161862.73471 ns;
4976;1029;13166587.79979 ns;
4977;1038;13189974.24096 ns;
4978;1059;13242780.23094 ns;
4979;1020;13159492.98441 ns;
4980;989;13169657.90465 ns;
4981;1035;13166898.86153 ns;
4982;1037;13120681.04744 ns;
4983;1024;13200968.03829 ns;
4984;1048;13182220.04920 ns;
4985;1021;13182846.82930 ns;
4986;999;13203275.85563 ns;
4987;1022;13138358.94689 ns;
4988;1008;13474540.78496 ns;
4989;1014;13319144.02544 ns;
4990;1014;13162774.03384 ns;
4991;1020;13174344.31985 ns;
4992;1003;13119479.17566 ns;
4993;1012;13162628.28186 ns;
4994;1045;13122614.00744 ns;
4995;1012;13140558.26515 ns;
4996;1009;13164419.68083 ns;
4997;1043;13248836.62164 ns;
4998;1056;13178579.04360 ns;
4999;1053;13123864.77366 ns;
5000;1038;13121945.78350 ns;
5001;1054;13119668.23414 ns;
5002;1005;13167849.74188 ns;
5003;1028;13161795.67948 ns;
5004;1019;13150269.63130 ns;
5005;1034;13163335.15570 ns;
5006;1019;13165141.92149 ns;
5007;984;13158681.33679 ns;
5008;1018;13171036.26207 ns;
5009;980;13162653.89323 ns;
5010;1032;13121883.85054 ns;
5011;1039;13122711.33065 ns;
5012;999;13283377.97895 ns;
5013;1024;13120736.92679 ns;
5014;1007;13157540.93230 ns;
5015;1003;13247399.12525 ns;
5016;1032;13161156.79219 ns;
5017;1012;13119962.99773 ns;
5018;991;13371447.10124 ns;
5019;996;13216032.64660 ns;
5020;1022;13133401.98249 ns;
5021;1016;13121864.75843 ns;
5022;1010;13168306.08994 ns;
5023;1034;13162918.85450 ns;
5024;1041;13237500.09760 ns;
5025;1003;13121420.05190 ns;
5026;1013;13176382.98497 ns;
5027;1029;13186673.63375 ns;
5028;1060;13160168.65894 ns;
5029;981;13121513.18416 ns;
5030;980;13178004.88323 ns;
5031;983;13120801.65371 ns;
5032;1028;13122061.73316 ns;
5033;1009;13206658.88488 ns;
5034;1026;13117484.74836 ns;
5035;1030;13124572.11316 ns;
5036;1013;13121795.84056 ns;
5037;1058;13215587.94007 ns;
5038;1043;13120778.37065 ns;
5039;1007;13209477.99832 ns;
5040;1007;13267992.06436 ns;
5041;1039;13123081.06571 ns;
5042;1018;13119698.03646 ns;
5043;997;13117773.92402 ns;
5044;1008;13239418.15645 ns;
5045;1004;13159026.85747 ns;
5046;998;13160467.14783 ns;
5047;1031;13166887.22000 ns;
5048;1054;13158977.03171 ns;
5049;1043;13205795.08319 ns;
5050;1030;13137085.36327 ns;
5051;1028;13116872.40377 ns;
5052;1041;13200059.06746 ns;
5053;1034;13120021.20540 ns;
5054;1081;13198107.01534 ns;
5055;1038;13172778.30094 ns;
5056;981;13123055.92000 ns;
5057;1084;13199786.18994 ns;
5058;1019;13123280.83441 ns;
5059;986;13153080.36283 ns;
5060;985;13236260.97292 ns;
5061;1006;13162358.66398 ns;
5062;1015;13127578.88809 ns;
5063;1026;13164605.94535 ns;
5064;1036;13251954.68962 ns;
5065;1010;13160670.17615 ns;
5066;1008;13122540.43296 ns;
5067;1025;13160567.73067 ns;
5068;1052;13136033.90008 ns;
5069;1075;13162400.10783 ns;
5070;979;13193489.05236 ns;
5071;1021;13344862.96400 ns;
5072;1020;13270650.99031 ns;
5073;1001;13258934.02100 ns;
5074;1033;13257474.17286 ns;
5075;1012;13435013.12658 ns;
5076;998;13230384.32747 ns;
5077;1037;13206804.17120 ns;
5078;953;13190474.82684 ns;
5079;1024;13524440.11718 ns;
5080;1046;13676473.87087 ns;
5081;1001;13246295.97366 ns;
5082;1035;13248311.82137 ns;
5083;1037;13279037.08443 ns;
5084;1013;13140259.77626 ns;
5085;1015;13248553.03392 ns;
5086;1040;13261952.90312 ns;
5087;1068;13121195.13750 ns;
5088;1051;13140815.31018 ns;
5089;1029;13282831.29260 ns;
5090;999;13123539.74208 ns;
5091;1004;13274929.02055 ns;
5092;1002;13179891.74277 ns;
5093;1002;13121961.15032 ns;
5094;1010;13220367.02186 ns;
5095;1011;13160896.95320 ns;
5096;1031;13120925.05395 ns;
5097;1007;13202814.38529 ns;
5098;1009;13302941.80661 ns;
5099;1053;13196388.72519 ns;
5100;1037;13124753.72106 ns;
5101;1038;13122675.94039 ns;
5102;1039;13123511.80241 ns;
5103;1023;13162465.76607 ns;
5104;1036;13247766.06634 ns;
5105;1025;13193004.29896 ns;
5106;1001;13136595.95326 ns;
5107;1004;13160851.31839 ns;
5108;1040;13120600.02238 ns;
5109;1041;13140531.25679 ns;
5110;1004;13122211.21043 ns;
5111;1004;13121683.15053 ns;
5112;1009;13121501.07697 ns;
5113;1044;13203579.00113 ns;
5114;1011;13124431.01779 ns;
5115;1054;13124984.22340 ns;
5116;1037;13245602.13834 ns;
5117;1046;13122524.13481 ns;
5118;990;13125476.89304 ns;
5119;998;13162545.39415 ns;
5120;1007;13139497.02308 ns;
5121;1058;13121899.21737 ns;
5122;1012;13160967.73371 ns;
5123;1008;13124896.21341 ns;
5124;1060;13120796.99710 ns;
5125;1062;13163490.22090 ns;
5126;999;13124577.70109 ns;
5127;1025;13123440.09057 ns;
5128;1028;13141061.17934 ns;
5129;1086;13121657.07350 ns;
5130;1043;13188198.20881 ns;
5131;1040;13120946.94003 ns;
5132;1024;13203728.94406 ns;
5133;1016;13120597.22841 ns;
5134;999;13262473.97810 ns;
5135;1034;13122173.02620 ns;
5136;1043;13119668.69980 ns;
5137;998;13182633.09076 ns;
5138;1057;13138209.00396 ns;
5139;1035;13288998.97635 ns;
5140;1024;13197930.99537 ns;
5141;947;13176993.00125 ns;
5142;1002;13122369.06961 ns;
5143;1038;13160278.08934 ns;
5144;992;13160472.73576 ns;
5145;1018;13158759.10223 ns;
5146;1020;13124598.19019 ns;
5147;1006;13140080.03101 ns;
5148;1042;13298362.95918 ns;
5149;1000;13402062.93389 ns;
5150;1021;13123851.73514 ns;
5151;1045;13218461.07021 ns;
5152;995;13123636.13397 ns;
5153;1022;13124792.83661 ns;
5154;1031;13121831.23082 ns;
5155;1047;13123007.95689 ns;
5156;1040;13157769.10633 ns;
5157;1008;13160133.26868 ns;
5158;1052;13160047.12135 ns;
5159;996;13186365.36598 ns;
5160;1073;13164391.27550 ns;
5161;1005;13232701.92370 ns;
5162;1034;13320923.31722 ns;
5163;1036;13371345.58707 ns;
5164;1051;13165982.90578 ns;
5165;1005;13136820.86766 ns;
5166;1032;13201714.95900 ns;
5167;991;13627917.04014 ns;
5168;1054;13122347.18353 ns;
5169;1015;13208732.94026 ns;
5170;1002;13140974.10068 ns;
5171;1046;13142616.95370 ns;
5172;1005;13164037.83858 ns;
5173;1038;13242503.16247 ns;
5174;1017;13165410.14239 ns;
5175;1030;13120409.10125 ns;
5176;1006;13120944.14607 ns;
5177;1006;13162614.77768 ns;
5178;1034;13226256.70582 ns;
5179;1065;13140971.30671 ns;
5180;1029;13202694.24468 ns;
5181;1040;13243768.82985 ns;
5182;1082;13125028.92688 ns;
5183;1034;13124879.91527 ns;
5184;1013;13121091.76069 ns;
5185;1065;13125543.94826 ns;
5186;1030;13123168.61004 ns;
5187;1012;13198870.23419 ns;
5188;1037;13121427.03682 ns;
5189;1030;13187456.87604 ns;
5190;1002;13162629.67885 ns;
5191;1021;13220679.94624 ns;
5192;985;13142465.14812 ns;
5193;1029;13156057.33544 ns;
5194;1034;13161515.35138 ns;
5195;1015;13160105.79467 ns;
5196;1018;13370263.85590 ns;
5197;1028;13318743.09108 ns;
5198;1005;13161780.77832 ns;
5199;997;13179052.15546 ns;
5200;1033;13141063.04199 ns;
5201;1018;13120830.05905 ns;
5202;1000;13123028.91165 ns;
5203;1046;13118113.85676 ns;
5204;1038;13122595.84665 ns;
5205;1055;13122154.86541 ns;
5206;1001;13141356.87426 ns;
5207;1041;13209313.15422 ns;
5208;1009;13351482.80486 ns;
5209;1032;13179909.90356 ns;
5210;972;13219363.05612 ns;
5211;992;13230234.85020 ns;
5212;1026;13191384.26334 ns;
5213;1063;13300535.26908 ns;
5214;1043;13164548.66901 ns;
5215;993;13332169.03731 ns;
5216;1019;13190759.34589 ns;
5217;1017;13187800.99973 ns;
5218;1038;13173391.57686 ns;
5219;1041;13255869.96973 ns;
5220;1064;13255228.28847 ns;
5221;1026;13608607.92920 ns;
5222;1020;13120941.81776 ns;
5223;1037;13131632.93526 ns;
5224;1047;13287100.94094 ns;
5225;1050;13124076.18389 ns;
5226;1036;13184957.20625 ns;
5227;1023;13160772.62163 ns;
5228;1016;13117372.05833 ns;
5229;1031;13125336.26333 ns;
5230;990;13162926.77075 ns;
5231;1049;13217205.18172 ns;
5232;1020;13167371.97340 ns;
5233;996;13140359.89344 ns;
5234;999;13179200.23575 ns;
5235;1012;13121520.63474 ns;
5236;1012;13119125.73874 ns;
5237;999;13303620.27511 ns;
5238;995;13162400.10783 ns;
5239;1036;13122663.83320 ns;
5240;1014;13163989.87547 ns;
5241;1027;13195130.97405 ns;
5242;1019;13121163.00687 ns;
5243;978;13377591.96758 ns;
5244;1000;13148953.20684 ns;
5245;1014;13122367.20696 ns;
5246;1015;13162421.06259 ns;
5247;1034;13117111.28801 ns;
5248;1031;13219234.06795 ns;
5249;988;13136724.01011 ns;
5250;1003;13182453.34551 ns;
5251;967;13158916.96140 ns;
5252;1006;13243373.94908 ns;
5253;1012;13120978.13934 ns;
5254;1019;13180964.16071 ns;
5255;1023;13274052.18035 ns;
5256;1048;13121081.98181 ns;
5257;1013;13218743.26095 ns;
5258;1022;13338133.69274 ns;
5259;1051;13142102.86364 ns;
5260;995;13119245.41369 ns;
5261;1037;13146082.87066 ns;
5262;1033;13258196.87918 ns;
5263;1016;13184553.94357 ns;
5264;1050;13167997.82217 ns;
5265;974;13143065.38552 ns;
5266;1031;13206554.11109 ns;
5267;1025;13162821.06563 ns;
5268;1032;13143316.84262 ns;
5269;1004;13222570.06541 ns;
5270;1010;13155205.17528 ns;
5271;1017;13120524.11959 ns;
5272;1040;13265972.95702 ns;
5273;1018;13302564.15531 ns;
5274;1002;13186236.84347 ns;
5275;1027;13186408.20682 ns;
5276;1006;13265710.32405 ns;
5277;1046;13163414.78378 ns;
5278;1029;13221181.92911 ns;
5279;1055;13281430.11779 ns;
5280;1014;13124241.02798 ns;
5281;995;13159919.06449 ns;
5282;1071;13163527.93947 ns;
5283;1037;13120446.81981 ns;
5284;995;13200341.72386 ns;
5285;1047;13121211.90131 ns;
5286;994;13275172.09575 ns;
5287;1009;13211154.84461 ns;
5288;1006;13124039.39664 ns;
5289;1039;13159750.96077 ns;
5290;1008;13260721.22902 ns;
5291;1028;13132391.96315 ns;
5292;1044;13178432.82595 ns;
5293;1058;13194976.84017 ns;
5294;988;13119615.14875 ns;
5295;1021;13222041.07419 ns;
5296;1019;13142311.94556 ns;
5297;1019;13140738.01041 ns;
5298;1037;13178014.19646 ns;
5299;1038;13367689.68031 ns;
5300;1044;13608088.71686 ns;
5301;1042;13123984.91427 ns;
5302;1006;13121708.76190 ns;
5303;1036;13277923.22263 ns;
5304;1000;13140792.02712 ns;
5305;989;13119527.13877 ns;
5306;1076;13122105.97098 ns;
5307;1039;13480587.86243 ns;
5308;996;13179283.12346 ns;
5309;1020;13154136.01696 ns;
5310;1042;13149698.73056 ns;
5311;1025;13142063.74809 ns;
5312;1040;13250518.12455 ns;
5313;1017;13137488.62594 ns;
5314;1017;13205052.81910 ns;
5315;956;13121792.11527 ns;
5316;1025;13239515.01399 ns;
5317;1032;13161453.88409 ns;
5318;1028;13122501.31741 ns;
5319;1019;13162747.02549 ns;
5320;982;13167511.20612 ns;
5321;1037;13119767.88566 ns;
5322;1015;13217018.91720 ns;
5323;1046;13159898.10973 ns;
5324;1049;13169713.31835 ns;
5325;1005;13237668.66699 ns;
5326;1064;13187168.63170 ns;
5327;1059;13163055.29326 ns;
5328;1019;13159784.02272 ns;
5329;1031;13293866.06812 ns;
5330;1022;13161369.13374 ns;
5331;1039;13181693.85195 ns;
5332;995;13251108.11740 ns;
5333;960;13123705.05184 ns;
5334;1034;13181207.70156 ns;
5335;1024;13143158.98344 ns;
5336;1025;13286473.22953 ns;
5337;1037;13121141.12079 ns;
5338;1048;13142722.65881 ns;
5339;1019;13224257.15625 ns;
5340;1034;13121673.83730 ns;
5341;1089;13199326.11659 ns;
5342;1024;13243907.13125 ns;
5343;1083;13142067.00772 ns;
5344;997;13160411.73413 ns;
5345;1007;13160574.71558 ns;
5346;1011;13177250.04628 ns;
5347;1044;13178672.64152 ns;
5348;996;13162199.87348 ns;
5349;1065;13154888.99127 ns;
5350;1055;13244236.81945 ns;
5351;1025;13297475.87442 ns;
5352;1023;13143745.71666 ns;
5353;1026;13273302.93134 ns;
5354;1024;13140518.68394 ns;
5355;1014;13180551.11915 ns;
5356;1007;13189621.73536 ns;
5357;1058;13202465.13933 ns;
5358;1041;13159705.79162 ns;
5359;999;13116622.80932 ns;
5360;1046;13160732.10910 ns;
5361;1021;13263890.05408 ns;
5362;1031;13120918.06903 ns;
5363;1004;13403650.83888 ns;
5364;1042;13203714.04290 ns;
5365;974;13181495.01458 ns;
5366;1064;13180069.15972 ns;
5367;1045;13162543.99717 ns;
5368;1033;13201420.66106 ns;
5369;1014;13119434.00651 ns;
5370;997;13328445.14400 ns;
5371;1043;13177239.80173 ns;
5372;1000;13124776.07280 ns;
5373;999;13122851.02904 ns;
5374;1005;13135050.88910 ns;
5375;1016;13161031.99497 ns;
5376;1023;13215691.78253 ns;
5377;1003;13144383.20696 ns;
5378;1035;13126933.94721 ns;
5379;1052;13271139.93466 ns;
5380;1014;13163953.08822 ns;
5381;1027;13222002.88996 ns;
5382;1022;13123248.23812 ns;
5383;1079;13149943.20273 ns;
5384;980;13123103.88312 ns;
5385;1016;13331786.72940 ns;
5386;1024;13136970.34493 ns;
5387;1004;13160663.19123 ns;
5388;1054;13201664.20192 ns;
5389;1033;13124587.94564 ns;
5390;1035;13136694.20779 ns;
5391;1042;13122763.95038 ns;
5392;1020;13144018.12851 ns;
5393;1039;13419109.39664 ns;
5394;1029;13163913.04135 ns;
5395;1003;13138609.00700 ns;
5396;1048;13145636.30149 ns;
5397;1028;13289401.77336 ns;
5398;993;13123855.92610 ns;
5399;1005;13165387.79065 ns;
5400;1028;13454459.14194 ns;
5401;1043;13184505.04914 ns;
5402;995;13121025.17113 ns;
5403;1003;13118493.83637 ns;
5404;1007;13157906.01075 ns;
5405;1056;13180921.78553 ns;
5406;1055;13121346.01176 ns;
5407;1012;13186859.89827 ns;
5408;1031;13150322.71668 ns;
5409;979;13120837.04397 ns;
5410;1006;13120810.03562 ns;
5411;1004;13218428.93958 ns;
5412;1053;13676017.98847 ns;
5413;1006;13254232.23898 ns;
5414;1037;13255136.08754 ns;
5415;1029;13404052.70457 ns;
5416;984;13288921.21091 ns;
5417;1057;13373432.21530 ns;
5418;1020;13299593.23630 ns;
5419;1003;13333606.06804 ns;
5420;1030;13229575.93948 ns;
5421;1025;13197179.88372 ns;
5422;1025;13307389.80323 ns;
5423;1016;13304755.55733 ns;
5424;983;13194509.78190 ns;
5425;1074;13188124.16866 ns;
5426;1036;13193972.87443 ns;
5427;1063;13211438.89800 ns;
5428;1036;13125440.10580 ns;
5429;993;13326097.74545 ns;
5430;1024;13163624.33136 ns;
5431;1050;13302375.09683 ns;
5432;1024;13159716.03617 ns;
5433;979;13124526.01269 ns;
5434;1029;13117863.79665 ns;
5435;982;13138393.87149 ns;
5436;1022;13119204.90116 ns;
5437;1042;13161804.06138 ns;
5438;1039;13187204.02196 ns;
5439;969;13181704.09650 ns;
5440;1050;13300603.25563 ns;
5441;1005;13182927.85436 ns;
5442;1023;13176111.03877 ns;
5443;957;13141626.95780 ns;
5444;1043;13161083.21771 ns;
5445;990;13267226.98286 ns;
5446;1025;13119874.05643 ns;
5447;995;13121849.85727 ns;
5448;1003;13159357.01132 ns;
5449;1030;13122817.03576 ns;
5450;1010;13135780.11468 ns;
5451;1025;13124315.06813 ns;
5452;1012;13141003.43734 ns;
5453;1047;13123953.24931 ns;
5454;1016;13129100.20351 ns;
5455;1061;13154874.09011 ns;
5456;1016;13162675.77931 ns;
5457;1046;13569370.84347 ns;
5458;1053;13293033.93140 ns;
5459;1031;13272285.92709 ns;
5460;1041;13600510.07941 ns;
5461;1018;13142155.01770 ns;
5462;1019;13135305.14017 ns;
5463;1062;13143472.83915 ns;
5464;1040;13120331.80147 ns;
5465;1012;13168710.28394 ns;
5466;1020;13183658.94258 ns;
5467;1017;13169366.86635 ns;
5468;1018;13341272.71548 ns;
5469;1023;13121249.15421 ns;
5470;996;13144170.86542 ns;
5471;1027;13117975.08970 ns;
5472;1023;13142490.29383 ns;
5473;1046;13262992.72478 ns;
5474;1044;13139895.16348 ns;
5475;991;13257417.82784 ns;
5476;1033;13160503.93507 ns;
5477;997;13121696.65471 ns;
5478;1032;13199974.78276 ns;
5479;980;13203056.99483 ns;
5480;1022;13200661.63316 ns;
5481;1026;13448168.98927 ns;
5482;1011;13146140.14700 ns;
5483;1007;13121803.75680 ns;
5484;1014;13169835.78727 ns;
5485;1024;13160292.05918 ns;
5486;1018;13140463.73591 ns;
5487;990;13134600.12898 ns;
5488;1030;13122865.93020 ns;
5489;996;13120146.93394 ns;
5490;1032;13160191.01068 ns;
5491;1049;13120748.10266 ns;
5492;1014;13161865.99433 ns;
5493;1001;13324923.34768 ns;
5494;1001;13142810.20314 ns;
5495;1037;13121130.87624 ns;
5496;1028;13123604.00334 ns;
5497;983;13121224.00850 ns;
5498;1008;13121197.00015 ns;
5499;1035;13201707.97408 ns;
5500;1048;13265369.92565 ns;
5501;1055;13123534.15415 ns;
5502;1015;13119457.28958 ns;
5503;999;13165991.75334 ns;
5504;1068;13181155.08184 ns;
5505;1075;13285421.30068 ns;
5506;1038;13180369.97691 ns;
5507;984;13119437.26614 ns;
5508;1040;13116337.82461 ns;
5509;1056;13179265.89400 ns;
5510;1028;13260904.69956 ns;
5511;1028;13138110.74942 ns;
5512;1021;13201424.85201 ns;
5513;1095;13164187.78151 ns;
5514;1055;13145890.08689 ns;
5515;1029;13123604.93466 ns;
5516;990;13221452.94398 ns;
5517;982;13160627.80097 ns;
5518;1000;13297228.14262 ns;
5519;1024;13340863.86487 ns;
5520;1024;13122813.77614 ns;
5521;1037;13124889.69415 ns;
5522;1033;13261788.99035 ns;
5523;1045;13181267.30621 ns;
5524;1011;13164557.05091 ns;
5525;1026;13149606.06396 ns;
5526;1031;13296808.58180 ns;
5527;992;13305712.95694 ns;
5528;1008;13190021.73841 ns;
5529;1033;13146785.08788 ns;
5530;968;13116735.96501 ns;
5531;1002;13158978.89435 ns;
5532;1070;13141742.90746 ns;
5533;1028;13170053.71675 ns;
5534;1004;13165833.89416 ns;
5535;991;13246268.96530 ns;
5536;1048;13165055.30849 ns;
5537;1003;13288220.85634 ns;
5538;1020;13194641.09838 ns;
5539;984;13181061.94958 ns;
5540;1026;13121484.77882 ns;
5541;1060;13121071.73726 ns;
5542;1052;13182649.85457 ns;
5543;1028;13232434.16846 ns;
5544;1041;13182744.84947 ns;
5545;1053;13118993.02527 ns;
5546;1038;13164943.08412 ns;
5547;1007;13160570.05897 ns;
5548;993;13146835.84496 ns;
5549;1016;13160964.00842 ns;
5550;1013;13144825.11953 ns;
5551;1069;13197035.99438 ns;
5552;981;13122547.41788 ns;
5553;1068;13243443.33261 ns;
5554;978;13385693.07700 ns;
5555;1051;13224167.74929 ns;
5556;1005;13229202.01346 ns;
5557;1063;13372382.14910 ns;
5558;1017;13212248.21731 ns;
5559;1015;13214018.19587 ns;
5560;1043;13314047.36266 ns;
5561;1042;13286280.91142 ns;
5562;1005;13224774.97160 ns;
5563;995;13208619.78456 ns;
5564;1052;13227114.91957 ns;
5565;1013;13425482.90268 ns;
5566;1024;13401513.91923 ns;
5567;1005;14236258.80852 ns;
5568;1031;13241624.92529 ns;
5569;1018;13127570.04052 ns;
5570;1029;13716510.03137 ns;
5571;1036;13480404.39188 ns;
5572;1022;13282315.33989 ns;
5573;983;13180116.19151 ns;
5574;1023;13277744.87436 ns;
5575;1035;13141421.13551 ns;
5576;1055;13165448.79228 ns;
5577;1009;13163350.05686 ns;
5578;1017;13120253.10472 ns;
5579;1014;13180569.27994 ns;
5580;988;13269691.26239 ns;
5581;1020;13238501.26937 ns;
5582;1037;13359712.43680 ns;
5583;1007;13200266.75239 ns;
5584;995;13219124.17188 ns;
5585;1026;13179476.37290 ns;
5586;1028;13187139.29504 ns;
5587;983;13184960.00022 ns;
5588;1015;13159150.72337 ns;
5589;1013;13254029.67632 ns;
5590;1048;13140671.88650 ns;
5591;998;13119383.71509 ns;
5592;1007;13199732.17323 ns;
5593;999;13143399.26466 ns;
5594;1009;13145889.15557 ns;
5595;1014;13266280.75913 ns;
5596;1089;13145474.71702 ns;
5597;1030;13144317.08306 ns;
5598;1023;13203757.81506 ns;
5599;1047;13258263.93440 ns;
5600;1030;13119532.72671 ns;
5601;1066;13267092.87241 ns;
5602;1038;13311061.07682 ns;
5603;1022;13160368.42763 ns;
5604;1002;13246446.38225 ns;
5605;1053;13120171.14833 ns;
5606;1032;13160427.10096 ns;
5607;1044;13117574.15533 ns;
5608;1000;13122783.04249 ns;
5609;1026;13121984.89904 ns;
5610;1046;13121569.99484 ns;
5611;1030;13162149.11640 ns;
5612;1006;13162102.08461 ns;
5613;1014;13122229.83688 ns;
5614;1057;13143184.12915 ns;
5615;1046;13386571.31419 ns;
5616;1008;13139357.79035 ns;
5617;1041;13157885.05599 ns;
5618;1022;13162128.62730 ns;
5619;1043;13162158.89528 ns;
5620;1030;13161289.97132 ns;
5621;1010;13187000.06232 ns;
5622;1016;13461295.04964 ns;
5623;1031;13219306.24545 ns;
5624;1033;13199539.38946 ns;
5625;1027;13123237.06225 ns;
5626;987;13160430.36059 ns;
5627;1023;13140448.83475 ns;
5628;1032;13192276.00470 ns;
5629;1051;13160616.62510 ns;
5630;1019;13143461.19761 ns;
