ID;HW;LENGTH;TIME
11781;1024;13191816.86267 ns;
11782;1031;13144040.94592 ns;
11783;1033;13137303.75841 ns;
11784;980;13185398.65315 ns;
11785;1046;13265084.94094 ns;
11786;1013;13332733.41879 ns;
11787;1015;13312289.02563 ns;
11788;1021;13313421.97955 ns;
11789;1040;13135267.88726 ns;
11790;983;13188680.16824 ns;
11791;995;13194459.02482 ns;
11792;1016;13350752.18230 ns;
11793;1021;13555827.08493 ns;
11794;1046;13305485.24857 ns;
11795;1000;13267565.05296 ns;
11796;992;13366414.69970 ns;
11797;961;13232376.89212 ns;
11798;1021;13255632.01681 ns;
11799;1070;13236210.21584 ns;
11800;1046;13267230.70815 ns;
11801;1027;13271798.84538 ns;
11802;1053;13277214.95181 ns;
11803;1009;13321211.09590 ns;
11804;992;13379670.67957 ns;
11805;1026;13262825.08671 ns;
11806;1039;13307110.87212 ns;
11807;1036;13244843.11044 ns;
11808;1025;13169387.82111 ns;
11809;1057;13149404.89829 ns;
11810;1015;13121386.98995 ns;
11811;1000;13205965.04956 ns;
11812;986;13160107.19165 ns;
11813;1028;13149105.94374 ns;
11814;1041;13288488.14592 ns;
11815;997;13131210.11481 ns;
11816;1037;13160936.06874 ns;
11817;1025;13119661.24922 ns;
11818;1030;13383844.86735 ns;
11819;1006;13368884.10151 ns;
11820;989;13122532.98238 ns;
11821;991;13125877.82741 ns;
11822;1016;13166613.87682 ns;
11823;1028;13261004.81674 ns;
11824;965;13224157.97040 ns;
11825;971;13156212.86631 ns;
11826;1031;13127816.37534 ns;
11827;1014;13144453.05616 ns;
11828;997;13166815.97382 ns;
11829;1045;13164510.01912 ns;
11830;987;13161644.80522 ns;
11831;1021;13226495.12440 ns;
11832;993;13651515.35720 ns;
11833;1004;13196933.08324 ns;
11834;1015;13161025.94137 ns;
11835;1073;13421808.36946 ns;
11836;1007;13202960.13728 ns;
11837;1074;13385298.19623 ns;
11838;995;13125025.20159 ns;
11839;1009;13119790.70306 ns;
11840;1023;13130767.73658 ns;
11841;1030;13232867.23346 ns;
11842;1017;13320675.11976 ns;
11843;1052;13149300.12450 ns;
11844;1028;13161270.87921 ns;
11845;1035;13165976.38652 ns;
11846;1051;13149490.11430 ns;
11847;1016;13123034.03392 ns;
11848;1032;13133103.02794 ns;
11849;1003;13120956.71892 ns;
11850;1009;13162688.81783 ns;
11851;1014;13128194.95797 ns;
11852;1005;13160903.93811 ns;
11853;1010;13162606.86144 ns;
11854;995;13162971.93989 ns;
11855;1053;13155410.99757 ns;
11856;1007;13222102.07582 ns;
11857;1036;13229550.32811 ns;
11858;1009;13182700.14599 ns;
11859;1029;13122659.17659 ns;
11860;1036;13123635.20265 ns;
11861;989;13250260.14820 ns;
11862;1023;13163654.13368 ns;
11863;1016;13123584.44557 ns;
11864;1029;13336632.86641 ns;
11865;960;13124005.86903 ns;
11866;979;13118819.79927 ns;
11867;1035;13130347.71010 ns;
11868;1026;13120899.90824 ns;
11869;996;13278000.05674 ns;
11870;1023;13158336.28178 ns;
11871;1034;13144266.32598 ns;
11872;1031;13163349.12553 ns;
11873;1031;13154972.81030 ns;
11874;1014;13158058.28199 ns;
11875;1012;13217992.14929 ns;
11876;1022;13126153.03323 ns;
11877;1032;13147659.13412 ns;
11878;1010;13264571.78220 ns;
11879;1071;13159895.31577 ns;
11880;1023;13123676.18084 ns;
11881;1011;13179389.29424 ns;
11882;1005;13132605.70168 ns;
11883;1012;13137649.27909 ns;
11884;1041;13120620.04581 ns;
11885;1030;13130104.16925 ns;
11886;1012;13166893.27359 ns;
11887;1006;13241156.93569 ns;
11888;1021;13133422.00592 ns;
11889;997;13132032.00698 ns;
11890;1027;13131153.76979 ns;
11891;1008;13253028.03889 ns;
11892;1022;13159175.86908 ns;
11893;1063;13184176.75793 ns;
11894;983;13124304.82358 ns;
11895;997;13137229.25261 ns;
11896;980;13200240.20970 ns;
11897;968;13142277.02096 ns;
11898;990;13156802.85916 ns;
11899;980;13127095.99733 ns;
11900;1015;13122602.83157 ns;
11901;1045;13179262.16871 ns;
11902;1027;13142033.94577 ns;
11903;1050;13128747.23226 ns;
11904;1025;13125146.73918 ns;
11905;1041;13118671.25332 ns;
11906;1029;13162832.24151 ns;
11907;985;13149152.04421 ns;
11908;1029;13125702.73876 ns;
11909;1014;13158461.07900 ns;
11910;995;13166468.12484 ns;
11911;1040;13118778.35542 ns;
11912;1043;13132893.94602 ns;
11913;1029;13134652.28304 ns;
11914;1002;13125314.37725 ns;
11915;1017;13145441.18941 ns;
11916;988;13176544.10377 ns;
11917;973;13159369.11851 ns;
11918;1020;13118701.98697 ns;
11919;1025;13142972.71892 ns;
11920;1001;13125990.98310 ns;
11921;1001;13122994.91838 ns;
11922;1028;13137026.68995 ns;
11923;1023;13246311.80614 ns;
11924;982;13275296.89297 ns;
11925;1011;13158213.81286 ns;
11926;1004;13124461.28577 ns;
11927;1017;13145240.02373 ns;
11928;1021;13177379.96578 ns;
11929;1028;13217334.16989 ns;
11930;998;13199469.07461 ns;
11931;1080;13145488.68686 ns;
11932;1010;13135013.63620 ns;
11933;980;13149945.99670 ns;
11934;987;13159056.19413 ns;
11935;1007;13200715.18421 ns;
11936;994;13163683.00468 ns;
11937;1045;13131759.12946 ns;
11938;1042;13121103.40223 ns;
11939;1000;13154941.61099 ns;
11940;1055;13162085.78646 ns;
11941;1031;13123224.95505 ns;
11942;1049;13199844.39760 ns;
11943;1005;13161079.02676 ns;
11944;1030;13178337.83105 ns;
11945;1041;13240769.97116 ns;
11946;1092;13121112.24979 ns;
11947;1037;13165174.05212 ns;
11948;1054;13120382.09289 ns;
11949;1038;13158833.14237 ns;
11950;1054;13304504.10023 ns;
11951;1044;13124128.80361 ns;
11952;1042;13159865.97911 ns;
11953;994;13232334.05128 ns;
11954;1033;13219322.07793 ns;
11955;1069;13244346.71551 ns;
11956;1024;13230774.08597 ns;
11957;1018;13136615.97669 ns;
11958;1012;13190610.79994 ns;
11959;1016;13564307.24263 ns;
11960;1023;13164772.18643 ns;
11961;1029;13182446.82625 ns;
11962;993;13206521.98046 ns;
11963;1047;13211998.15720 ns;
11964;1045;13124204.24074 ns;
11965;1049;13121685.01318 ns;
11966;1041;13129111.84505 ns;
11967;1028;13123156.03718 ns;
11968;1019;13177820.01570 ns;
11969;1065;13157104.14201 ns;
11970;1049;13161449.69314 ns;
11971;1030;13130221.98156 ns;
11972;1011;13122432.86520 ns;
11973;1023;13162214.77464 ns;
11974;1013;13349797.11100 ns;
11975;1051;13122190.25567 ns;
11976;1006;13146060.98458 ns;
11977;1044;13187652.91944 ns;
11978;1057;13158843.85258 ns;
11979;1006;13231397.14077 ns;
11980;990;13198899.57085 ns;
11981;1027;13131482.99232 ns;
11982;1020;13120919.93168 ns;
11983;1005;13172611.12854 ns;
11984;1042;13119337.14896 ns;
11985;1033;13120369.98570 ns;
11986;1019;13123742.77040 ns;
11987;1040;13121200.72544 ns;
11988;996;13160991.01678 ns;
11989;997;13124356.04632 ns;
11990;1002;13134865.09025 ns;
11991;986;13180356.93839 ns;
11992;1029;13159230.81711 ns;
11993;1039;13186236.37781 ns;
11994;1062;13162326.06769 ns;
11995;1004;13122504.11138 ns;
11996;1003;13254376.12832 ns;
11997;1027;13159500.43499 ns;
11998;1037;13120990.71220 ns;
11999;1052;13139821.12333 ns;
12000;1056;13142827.89826 ns;
12001;1035;13168521.22545 ns;
12002;1017;13130036.18270 ns;
12003;996;13420586.00858 ns;
12004;1047;13235632.79584 ns;
12005;1031;13288633.89790 ns;
12006;1040;13190768.65911 ns;
12007;1035;13219135.81342 ns;
12008;1008;13251075.98677 ns;
12009;1047;13421179.72672 ns;
12010;1027;13243419.58389 ns;
12011;1020;13449641.41026 ns;
12012;1054;13246057.08942 ns;
12013;1035;13273163.69861 ns;
12014;1033;13399154.87915 ns;
12015;1023;13327520.34068 ns;
12016;1009;13327203.22534 ns;
12017;971;13352357.31676 ns;
12018;1031;13547566.25369 ns;
12019;1026;13244899.92112 ns;
12020;1026;13119922.95086 ns;
12021;1020;13209414.20272 ns;
12022;1045;13162836.89812 ns;
12023;1051;13204052.11300 ns;
12024;1036;13160293.92183 ns;
12025;1049;13156513.68350 ns;
12026;1037;13246713.20617 ns;
12027;1035;13142002.74646 ns;
12028;1038;13222665.99163 ns;
12029;1012;13239643.07085 ns;
12030;1051;13130145.14744 ns;
12031;1045;13197919.81950 ns;
12032;1009;13265808.11292 ns;
12033;1063;13159845.95567 ns;
12034;1021;13240403.96139 ns;
12035;1019;13168874.19671 ns;
12036;1039;13121073.13424 ns;
12037;1013;13125045.22502 ns;
12038;1024;13179255.64945 ns;
12039;1011;13210183.00951 ns;
12040;1039;13118586.96863 ns;
12041;1055;13162565.88325 ns;
12042;1028;13160353.99213 ns;
12043;1032;13131945.39398 ns;
12044;1013;13220593.33324 ns;
12045;1034;13235240.70904 ns;
12046;1014;13159729.07469 ns;
12047;1044;13159700.20369 ns;
12048;1069;13180937.61802 ns;
12049;1035;13296856.07925 ns;
12050;1047;13160037.34246 ns;
12051;993;13122210.74477 ns;
12052;1060;13279816.13576 ns;
12053;1017;13163663.91256 ns;
12054;1048;13170147.78033 ns;
12055;1017;13159139.08184 ns;
12056;1034;13260443.69489 ns;
12057;998;13287307.69455 ns;
12058;1020;13121823.78024 ns;
12059;1085;13200477.69696 ns;
12060;1013;13229256.96149 ns;
12061;1004;13155873.39923 ns;
12062;1021;13187869.91760 ns;
12063;1045;13130985.66607 ns;
12064;1000;13141484.93111 ns;
12065;1030;13129642.23325 ns;
12066;1033;13175002.76491 ns;
12067;1030;13122397.94061 ns;
12068;1033;13121364.63821 ns;
12069;1005;13183156.95971 ns;
12070;1052;13159784.95404 ns;
12071;1043;13223513.02952 ns;
12072;982;13190381.22892 ns;
12073;1025;13124248.01290 ns;
12074;1017;13231564.77883 ns;
12075;1033;13265345.71126 ns;
12076;1042;13157511.12998 ns;
12077;1033;13189053.16293 ns;
12078;1018;13129001.94898 ns;
12079;1057;13119456.82392 ns;
12080;1013;13161276.93281 ns;
12081;1037;13120518.99731 ns;
12082;1051;13387158.04741 ns;
12083;991;13154303.18937 ns;
12084;1011;13140161.05607 ns;
12085;1032;13180948.79389 ns;
12086;1015;13281990.77398 ns;
12087;1036;13333110.13877 ns;
12088;1056;13124085.03145 ns;
12089;995;13231758.95959 ns;
12090;1040;13162646.90831 ns;
12091;990;13178461.23129 ns;
12092;1013;13164212.92722 ns;
12093;1032;13280216.13881 ns;
12094;1020;13168735.89531 ns;
12095;1041;13131270.65077 ns;
12096;962;13120896.18295 ns;
12097;1027;13122760.22509 ns;
12098;1055;13128346.76355 ns;
12099;1024;13386175.03643 ns;
12100;1006;13162585.90668 ns;
12101;1025;13285686.26195 ns;
12102;994;13119524.81046 ns;
12103;1040;13129120.69261 ns;
12104;1036;13174460.73517 ns;
12105;1019;13176762.96458 ns;
12106;1035;13228702.82456 ns;
12107;1029;13122626.11464 ns;
12108;1056;13135554.26896 ns;
12109;1011;13489222.15402 ns;
12110;1031;13119315.26288 ns;
12111;1027;13282562.14038 ns;
12112;1017;13244820.75870 ns;
12113;1017;13122967.91002 ns;
12114;983;13161198.23605 ns;
12115;1006;13305564.87665 ns;
12116;1041;13126432.89566 ns;
12117;1039;13248953.96829 ns;
12118;1014;13221456.66927 ns;
12119;1029;13130925.13010 ns;
12120;1004;13163666.24087 ns;
12121;977;13163785.91582 ns;
12122;984;13155641.96557 ns;
12123;1028;13127903.91967 ns;
12124;1059;13209465.89112 ns;
12125;1041;13162231.07278 ns;
12126;1011;13121090.82937 ns;
12127;1046;13160913.25134 ns;
12128;1009;13258592.22561 ns;
12129;1039;13135910.96550 ns;
12130;991;13123641.25624 ns;
12131;1006;13123494.10728 ns;
12132;1012;13137510.04636 ns;
12133;1030;13245404.69795 ns;
12134;1048;13178507.79742 ns;
12135;1061;13243491.29573 ns;
12136;1001;13349886.98363 ns;
12137;1014;13280156.06850 ns;
12138;1027;13175050.26236 ns;
12139;1047;13427475.93299 ns;
12140;1028;13375679.96234 ns;
12141;1030;13426905.96357 ns;
12142;1018;13262107.96833 ns;
12143;1003;13181516.90066 ns;
12144;1051;13231874.90925 ns;
12145;1036;13296626.04257 ns;
12146;974;13245611.91723 ns;
12147;1026;13214005.15735 ns;
12148;1002;13265775.98229 ns;
12149;1034;13241142.96585 ns;
12150;998;13163525.14550 ns;
12151;1055;13205885.88715 ns;
12152;1021;13183145.31818 ns;
12153;1064;13499812.22302 ns;
12154;1007;13169805.98494 ns;
12155;1028;13182765.80423 ns;
12156;1009;13161370.99639 ns;
12157;1030;13141230.21439 ns;
12158;1038;13133109.08154 ns;
12159;1031;13246534.85790 ns;
12160;1071;13160746.07894 ns;
12161;1028;13167264.87130 ns;
12162;1020;13161383.10358 ns;
12163;1029;13200337.99857 ns;
12164;1062;13144700.32230 ns;
12165;1017;13213772.32671 ns;
12166;1022;13255069.03231 ns;
12167;975;13266320.80600 ns;
12168;1034;13123407.02862 ns;
12169;1016;13236278.20238 ns;
12170;1038;13161437.12029 ns;
12171;1022;13123014.01049 ns;
12172;1042;13146760.87350 ns;
12173;1034;13146268.66952 ns;
12174;1005;13211703.85927 ns;
12175;1033;13149532.02382 ns;
12176;1060;13133008.96436 ns;
12177;1014;13335932.97750 ns;
12178;1044;13120906.89316 ns;
12179;1035;13206619.76933 ns;
12180;1004;13119843.32278 ns;
12181;1052;13203625.10160 ns;
12182;1007;13156763.74361 ns;
12183;1034;13229634.14714 ns;
12184;1017;13156108.09252 ns;
12185;1069;13159031.97974 ns;
12186;1007;13160827.10400 ns;
12187;1038;13208783.23168 ns;
12188;1026;13270041.90534 ns;
12189;1047;13526109.04723 ns;
12190;1004;13118850.99858 ns;
12191;1039;13206644.91504 ns;
12192;969;13725652.82509 ns;
12193;1031;13363844.24940 ns;
12194;1032;13199158.94419 ns;
12195;983;13130369.13052 ns;
12196;1054;13429499.69694 ns;
12197;1096;13124009.12866 ns;
12198;1071;13125170.02225 ns;
12199;1050;13160830.82929 ns;
12200;1063;13155800.29041 ns;
12201;1049;13134703.04012 ns;
12202;1033;13170737.77318 ns;
12203;1031;13166345.65592 ns;
12204;1017;13171965.72199 ns;
12205;1007;13210726.90189 ns;
12206;1039;13312155.84651 ns;
12207;1047;13171634.17116 ns;
12208;988;13147554.82599 ns;
12209;1040;13187946.75171 ns;
12210;1042;13198755.68151 ns;
12211;1016;13121729.71666 ns;
12212;971;13137781.06123 ns;
12213;1036;13160031.28886 ns;
12214;1022;13269579.96935 ns;
12215;1072;13164442.03258 ns;
12216;997;13170804.36274 ns;
12217;1041;13310428.24313 ns;
12218;1064;13287098.14698 ns;
12219;1025;13122387.23040 ns;
12220;1028;13191612.90303 ns;
12221;1040;13189075.04901 ns;
12222;1053;13229244.85430 ns;
12223;1008;13162931.89302 ns;
12224;1026;13182336.93019 ns;
12225;1053;13140390.16142 ns;
12226;1044;13240960.89229 ns;
12227;1043;13138752.89634 ns;
12228;1016;13128253.16563 ns;
12229;997;13217165.13485 ns;
12230;1022;13121834.02479 ns;
12231;1034;13132056.68703 ns;
12232;1039;13127228.24514 ns;
12233;1069;13217308.09286 ns;
12234;1019;13131991.96011 ns;
12235;1013;13120817.95186 ns;
12236;1013;13135329.82022 ns;
12237;977;13169498.64849 ns;
12238;1000;13123549.05531 ns;
12239;1046;13125970.95966 ns;
12240;1021;13147620.94989 ns;
12241;1018;13121857.77351 ns;
12242;1013;13129003.81163 ns;
12243;1051;13125710.18934 ns;
12244;1036;13130004.98340 ns;
12245;1032;13120074.29078 ns;
12246;1029;13120498.04255 ns;
12247;1030;13195557.05413 ns;
12248;1029;13140174.09459 ns;
12249;1007;13143853.75008 ns;
12250;1004;13237581.12267 ns;
12251;1024;13137876.98746 ns;
12252;1019;13304901.77497 ns;
12253;1005;13122564.64735 ns;
12254;1062;13268718.96163 ns;
12255;999;13148727.36111 ns;
12256;1063;13143628.83568 ns;
12257;1011;13360997.19629 ns;
12258;1031;13178575.78397 ns;
12259;1035;13191447.12761 ns;
12260;1039;13454469.85215 ns;
12261;1040;13300125.95281 ns;
12262;1005;13179334.81187 ns;
12263;1018;13156312.05216 ns;
12264;1037;13120633.08433 ns;
12265;1049;13225468.80692 ns;
12266;1016;13181591.87213 ns;
12267;1030;13122883.15967 ns;
12268;1036;13179745.99078 ns;
12269;1001;13165456.70852 ns;
12270;1010;13120539.02075 ns;
12271;1026;13279332.31369 ns;
12272;1050;13168773.14821 ns;
12273;1043;13142312.87688 ns;
12274;1019;13162193.81988 ns;
12275;1068;13167197.81607 ns;
12276;1034;13260368.25776 ns;
12277;1014;13265411.83516 ns;
12278;1069;13121953.23408 ns;
12279;1019;13121715.74682 ns;
12280;1002;13201796.91538 ns;
12281;1001;13121740.89253 ns;
12282;1044;13209152.03542 ns;
12283;1002;13159207.99971 ns;
12284;1011;13166683.72601 ns;
12285;1040;13274648.69246 ns;
12286;1002;13123167.67871 ns;
12287;1028;13190578.20365 ns;
12288;1023;13302720.61750 ns;
12289;1018;13296420.68595 ns;
12290;1027;13131693.93688 ns;
12291;980;13120340.64904 ns;
12292;1021;13122251.72296 ns;
12293;1083;13133428.99084 ns;
12294;1036;13164967.76417 ns;
12295;996;13169390.14941 ns;
12296;1025;13125175.14452 ns;
12297;1029;13311349.32116 ns;
12298;992;13203298.67303 ns;
12299;1049;13169958.25619 ns;
12300;1016;13396319.00191 ns;
12301;1010;13164945.87809 ns;
12302;1045;13173555.95529 ns;
12303;1043;13132612.68660 ns;
12304;1001;13323298.18979 ns;
12305;1027;13276783.74946 ns;
12306;1007;13164931.90825 ns;
12307;1005;13123507.14579 ns;
12308;1034;13186478.98734 ns;
12309;1042;13180213.04905 ns;
12310;1038;13186331.83837 ns;
12311;997;13170548.24904 ns;
12312;1017;13193742.83776 ns;
12313;1018;13255252.03720 ns;
12314;998;13452766.92882 ns;
12315;1049;13306440.31987 ns;
12316;1046;13352273.96339 ns;
12317;1033;13272637.03570 ns;
12318;1018;13324339.87409 ns;
12319;1056;13300338.76002 ns;
12320;1024;13180087.78617 ns;
12321;1050;13202498.20128 ns;
12322;1034;13270863.79752 ns;
12323;1032;13294761.06912 ns;
12324;1009;13220014.05060 ns;
12325;1003;13215732.29507 ns;
12326;1017;13508588.07564 ns;
12327;1009;13410105.83565 ns;
12328;1021;13672932.05112 ns;
12329;1061;13511633.96612 ns;
12330;1043;13542294.96792 ns;
12331;1066;13142854.90662 ns;
12332;1014;13125400.99025 ns;
12333;1027;13141999.95250 ns;
12334;975;13150904.79329 ns;
12335;1007;13202353.38062 ns;
12336;1008;13181068.93450 ns;
12337;1012;13167129.36386 ns;
12338;1032;13143420.21942 ns;
12339;1031;13127706.94494 ns;
12340;1042;13176535.72187 ns;
12341;1035;13119449.83900 ns;
12342;1009;13162027.11314 ns;
12343;994;13128599.15197 ns;
12344;1009;13122381.17680 ns;
12345;979;13198818.08013 ns;
12346;1022;13160705.10074 ns;
12347;1032;13220141.17613 ns;
12348;1032;13124666.17674 ns;
12349;1021;13141029.04871 ns;
12350;1006;13140921.94661 ns;
12351;1043;13127246.87159 ns;
12352;1004;13139382.93606 ns;
12353;1007;13211559.96993 ns;
12354;1036;13163002.20788 ns;
12355;1061;13139844.87206 ns;
12356;979;13124356.97764 ns;
12357;1035;13179356.69795 ns;
12358;1016;13199185.95254 ns;
12359;1008;13124521.35608 ns;
12360;957;13161110.69173 ns;
12361;1043;13158543.03539 ns;
12362;1023;13180590.70036 ns;
12363;1015;13161316.97968 ns;
12364;1013;13159589.84196 ns;
12365;1017;13275627.97815 ns;
12366;1020;13159567.95588 ns;
12367;1022;13164134.23046 ns;
12368;1005;13159360.73661 ns;
12369;1060;13162680.90159 ns;
12370;1027;13199330.30754 ns;
12371;992;13325578.99877 ns;
12372;1036;13180610.72379 ns;
12373;1046;13142549.89848 ns;
12374;1042;13120900.83957 ns;
12375;1062;13203263.28278 ns;
12376;985;13123385.60820 ns;
12377;1020;13260079.08210 ns;
12378;1005;13159128.83729 ns;
12379;1075;13159533.96261 ns;
12380;1014;13277545.10567 ns;
12381;988;13142718.93352 ns;
12382;1046;13145220.00030 ns;
12383;1064;13159725.81506 ns;
12384;1046;13120457.06436 ns;
12385;1001;13180699.19944 ns;
12386;1031;13122583.73946 ns;
12387;1039;13351595.96056 ns;
12388;1028;13161407.31797 ns;
12389;1050;13333673.12327 ns;
12390;1041;13228243.21687 ns;
12391;1070;13124810.06607 ns;
12392;1028;13140885.15937 ns;
12393;1044;13131381.94382 ns;
12394;1020;13121521.10040 ns;
12395;1045;13333926.90867 ns;
12396;1076;13140663.97026 ns;
12397;1033;13195294.88683 ns;
12398;1026;13178515.71366 ns;
12399;1101;13139416.92933 ns;
12400;1031;13378424.10430 ns;
12401;1001;13203478.88395 ns;
12402;1021;13124137.65118 ns;
12403;1026;13160949.10726 ns;
12404;1020;13120528.77620 ns;
12405;1009;13120067.77152 ns;
12406;1078;13161366.80543 ns;
12407;1014;13141473.75524 ns;
12408;999;13137438.80019 ns;
12409;1019;13119771.14528 ns;
12410;1056;13217867.35207 ns;
12411;1049;13181312.00969 ns;
12412;978;13129187.74784 ns;
12413;1031;13138680.71884 ns;
12414;1012;13183415.86739 ns;
12415;1014;13456455.89754 ns;
12416;1000;13277322.98523 ns;
12417;1015;13166442.97913 ns;
12418;1041;13122112.02458 ns;
12419;1007;13143077.02705 ns;
12420;991;13122404.92553 ns;
12421;1030;13121195.13750 ns;
12422;1016;13120115.26898 ns;
12423;1068;13160951.43557 ns;
12424;1066;13202284.92841 ns;
12425;1025;13173566.66550 ns;
12426;980;13161617.79687 ns;
12427;1010;13166459.27727 ns;
12428;1051;13202855.82915 ns;
12429;1040;13474358.71139 ns;
12430;1009;13207487.76197 ns;
12431;1038;13219926.97194 ns;
12432;1023;13162644.11435 ns;
12433;1053;13119583.01812 ns;
12434;1040;13164466.71262 ns;
12435;1045;13124371.87880 ns;
12436;1023;13245384.67452 ns;
12437;1035;13159675.98930 ns;
12438;1055;13119040.05706 ns;
12439;1016;13120872.89989 ns;
12440;1031;13160030.82320 ns;
12441;1069;13204436.74922 ns;
12442;1039;13270808.84948 ns;
12443;969;13124170.71313 ns;
12444;1020;13126437.08661 ns;
12445;1065;13161668.08829 ns;
12446;1020;13247988.18678 ns;
12447;1020;13121742.75517 ns;
12448;1056;13142158.27733 ns;
12449;1023;13234222.77346 ns;
12450;1038;13246113.90010 ns;
12451;1008;13240728.06165 ns;
12452;1028;13470604.08443 ns;
12453;1007;13342041.05660 ns;
12454;1018;13183027.04021 ns;
12455;1010;13269328.04659 ns;
12456;1031;13319882.56425 ns;
12457;1003;13250770.04731 ns;
12458;995;13293472.11868 ns;
12459;1008;13215824.03034 ns;
12460;1043;13203352.22408 ns;
12461;1041;13257893.26802 ns;
12462;1025;13332836.79560 ns;
12463;1038;13358030.00256 ns;
12464;1014;13125076.88999 ns;
12465;1027;13241919.22322 ns;
12466;1028;13121034.01870 ns;
12467;1016;13144021.85380 ns;
12468;1023;13884301.76303 ns;
12469;1033;13121450.78555 ns;
12470;1010;13180152.04743 ns;
12471;1031;13239624.91006 ns;
12472;1021;13165611.77373 ns;
12473;1052;13180354.14442 ns;
12474;1016;13124952.09277 ns;
12475;1042;13123570.94139 ns;
12476;1016;13131122.10482 ns;
12477;1025;13366234.95445 ns;
12478;1017;13223468.79169 ns;
12479;980;13121915.04985 ns;
12480;1053;13162002.89875 ns;
12481;1037;13159956.78306 ns;
12482;1023;13120534.82980 ns;
12483;1005;13259607.83288 ns;
12484;989;13160128.61207 ns;
12485;1046;13119736.22069 ns;
12486;1045;13182069.17495 ns;
12487;1033;13159485.99949 ns;
12488;1015;13123312.03371 ns;
12489;985;13296525.92540 ns;
12490;1044;13267225.12022 ns;
12491;1063;13231874.90925 ns;
12492;1050;13129121.15827 ns;
12493;1030;13401174.91782 ns;
12494;1043;13281994.96493 ns;
12495;1037;13130132.10893 ns;
12496;1049;13123574.20102 ns;
12497;999;13119215.61137 ns;
12498;1010;13301398.13945 ns;
12499;1003;13121814.93267 ns;
12500;1018;13119618.87404 ns;
12501;1010;13134269.97513 ns;
12502;1064;13165529.81734 ns;
12503;1010;13124444.98762 ns;
12504;1038;13245373.03299 ns;
12505;1033;13119964.86038 ns;
12506;1032;13187354.89622 ns;
12507;1032;13328577.85746 ns;
12508;1033;13159266.67303 ns;
12509;1024;13134086.97024 ns;
12510;1009;13163543.77195 ns;
12511;1088;13183872.68111 ns;
12512;1016;13140697.96354 ns;
12513;998;13159712.31088 ns;
12514;974;13219380.75125 ns;
12515;1020;13157957.69915 ns;
12516;996;13118990.69697 ns;
12517;1004;13162865.30346 ns;
12518;1018;13364242.85546 ns;
12519;1041;13163729.10514 ns;
12520;1034;13135512.82510 ns;
12521;996;13185956.98103 ns;
12522;998;13133783.82474 ns;
12523;1021;13173517.30540 ns;
12524;991;13121808.87908 ns;
12525;1019;13157444.07475 ns;
12526;1014;13169129.84475 ns;
12527;1030;13281442.22498 ns;
12528;1013;13133317.23213 ns;
12529;1016;13203318.69647 ns;
12530;988;13162360.06096 ns;
12531;1020;13123805.63468 ns;
12532;977;13141312.63644 ns;
12533;995;13161129.78384 ns;
12534;1004;13117319.90427 ns;
12535;1025;13220614.75366 ns;
12536;972;13134606.64824 ns;
12537;1020;13184397.94704 ns;
12538;1006;13143827.20739 ns;
12539;1027;13120139.94902 ns;
12540;1011;13122303.41136 ns;
12541;1047;13222536.07213 ns;
12542;1031;13121546.71177 ns;
12543;1022;13120532.96715 ns;
12544;992;13124951.16144 ns;
12545;1032;13159765.39627 ns;
12546;1024;13120181.85854 ns;
12547;1027;13121061.95837 ns;
12548;1027;13181730.17353 ns;
12549;1008;13163137.24965 ns;
12550;1038;13201496.09819 ns;
12551;1009;13161771.93075 ns;
12552;1007;13161691.83701 ns;
12553;1057;13188587.96731 ns;
12554;1035;13267822.56365 ns;
12555;1025;13142588.08270 ns;
12556;1043;13131048.06468 ns;
12557;1007;13160950.96990 ns;
12558;1056;13222761.91786 ns;
12559;1048;13203796.93061 ns;
12560;1008;13222181.70390 ns;
12561;1010;13291243.92942 ns;
12562;1043;13141175.26636 ns;
12563;1030;13219180.98256 ns;
12564;1034;13152552.76859 ns;
12565;970;13124610.76304 ns;
12566;1000;13120777.90499 ns;
12567;1007;13120091.05459 ns;
12568;996;13121862.89579 ns;
12569;1021;13283208.94390 ns;
12570;999;13220185.87962 ns;
12571;1056;13161582.40661 ns;
12572;1016;13125748.83923 ns;
12573;1038;13157883.19334 ns;
12574;1047;13312995.43381 ns;
12575;1041;13125203.08420 ns;
12576;1027;13138416.68889 ns;
12577;1030;13121727.85401 ns;
12578;1042;13164264.14996 ns;
12579;1047;13160692.06223 ns;
12580;1011;13119306.88098 ns;
12581;1015;13120630.75602 ns;
12582;1033;13123292.01028 ns;
12583;1021;13165792.91597 ns;
12584;1045;13207576.23762 ns;
12585;1037;13200115.87813 ns;
12586;1024;13299141.07919 ns;
12587;1033;13122167.90393 ns;
12588;964;13116685.20793 ns;
12589;1018;13162345.15980 ns;
12590;1043;13121347.40874 ns;
12591;1093;13178590.68513 ns;
12592;1007;13290478.84792 ns;
12593;1020;13283689.97201 ns;
12594;1013;13164088.59566 ns;
12595;1017;13121806.08511 ns;
12596;1010;13161113.95136 ns;
12597;1039;13201412.27916 ns;
12598;1021;13513905.46188 ns;
12599;1000;13159419.87559 ns;
12600;992;13164469.97225 ns;
12601;1015;13181509.91574 ns;
12602;1012;13122553.93714 ns;
12603;1007;13120264.74625 ns;
12604;1031;13237394.39249 ns;
12605;1041;13239539.22838 ns;
12606;1044;13280466.66458 ns;
12607;1057;13121890.83546 ns;
12608;1019;13119475.91603 ns;
